physical_index,char,unicode,sources,v240_piece_indices,official_piece_indices,pixel_hamming,changed,before_bitmap_sha256,after_bitmap_sha256
718,몇,U+BA87,V319 atlas identity; V320 assignment,87/211/271,107/233/299,16,1,E20B2CCE000D2AF380EE37E5C71BB590EA3467C77316D02FAE9CE29EF4C63BBE,4CC1B848F6FC9AA92A513BDDF120271CD1165F80300C28B00963413E1460073D
719,등,U+B4F1,V319 atlas identity; V320 assignment,104/223/297,124/245/353,69,1,29339970FEF074D7FA7CC105AADA02FB841AB3ACF5B3E86207F30A1F790F1519,C48B984C6DAE687E3D982342EAE97D29E31EAA3B2223658E014BD0A592D9320B
720,념,U+B150,V319 atlas identity; V320 assignment,83/211/264,103/233/292,12,1,8D89D31599CFFA5FA93FB177B8CF34F2CDEE211356D9E1B66C9D839B4C2B889C,5A05230413E46B6587D6F8711DDBC56784E90291E213098D4EC7AB96F5F5BB05
721,끓,U+B053,V319 atlas identity; V320 assignment,102/223/291,122/245/347,67,1,30CFFF1F4880D0B097BA48316D8420B899AF9FCA4E113B8B4F852A9DB34CF9E8,6E6B5694D5EF5B32F149634EF175F60089B8B53F6EA8845FC5B263DE0580F112
722,얽,U+C5BD,V319 atlas identity,92/209/257,112/231/285,22,1,9E67D6382703FBA7ECD52C30874DB6D227C3996AEACF1F6D6971BE25D5BC601F,9365EF26327FF9D8E9F611D2097C3A1C49ABA9F9892CC61F36ACD262D02B4E64
723,앙,U+C559,V319 atlas identity; V320 assignment,92/205/269,112/227/269,22,1,6B2E2BA746AAC49796466790E56BE8336C8654E2F7EB38794250FA689088A58E,624A04248D59A26C7D03326A560AF335AD2BBCECB8D333CD49B952055EA07C99
748,갯,U+AC2F,V320 assignment,81/228/267,101/206/323,18,1,944DAE70D882ED75BF7BB3A4AFFCB721033CAFD3E589105480A66E6501D10E81,B6A111027CD55CD0E58AC73DFD892D3669CBB51BF5704B5B5116BFF5B9C65133
749,겼,U+ACBC,V320 assignment,81/233/268,101/211/296,18,1,684D51AB0D7D2E95829DE15281A364EB62E6EB4380463A48B445379642CEC9D8,360442270A9B1097D90624F59A4124A530F5372296C0D02A244F65C711C7EBE7
750,골,U+ACE8,V320 assignment,101/235/284,121/213/340,43,1,308A52115377BE352761D45C8CAA079E86C71B80570CA509835D032E5E9E7B8E,D4BC87CCC453932B0C74797D5F651F94090A0495F1FFDC9F30D85371E2827EE3
751,광,U+AD11,V320 assignment,141/236/353,141/214/269,34,1,8A0C3A0A2A2B785B63DA5ED092BC8DDC137D430DDD4C7596A856F89DD5F76927,5AD770775414536D85C68D6D2131C5DBA61E8F2CB5280248C5EC9CE9A48FE58A
752,극,U+ADF9,V320 assignment,101/245/277,121/223/333,37,1,FE5032957081E677B263F28D8EFE6DCD8194D8C82BFA03E1088D3750D3212C08,294379C2259A1157FB6FEA73D57B6ABC3D9985D5ACF1898A0693C7942CC022D1
753,껍,U+AECD,V320 assignment,82/209/265,102/231/293,15,1,01BE6189E5AF05859F29E100BF3D5EF739EF518AF7D3138513E61820230E2EC4,09090BB1F43810812FD29E39C33E528480F9A39F2128D9DDD901421ABF45F453
754,꼭,U+AF2D,V320 assignment,102/213/277,122/235/333,43,1,8A2C352429B4E283679F67818266DB0FE92929396AA60B17F3E9541C506AA03C,E9DAC5D77CFB44B03D7A43EDD7F2956756C86707B10E32EAB7D0E87EBF4B7C7E
756,꾀,U+AF80,V320 assignment,62/172/-1,62/194/-1,0,0,23F0D4C5434E941530E1A951CC99DCBB3B393C3473AD82EC57ACB0F1C6865BE8,23F0D4C5434E941530E1A951CC99DCBB3B393C3473AD82EC57ACB0F1C6865BE8
757,낫,U+B0AB,V320 assignment,83/205/267,103/227/267,13,1,000244F44C80B8B855AADBF0ED3C8EE3B4DA78C4E7DAEAB0AB031CE072D6D5FA,3CC4E8685BFF4B21EDD38090C11F3905CE447A18DF0C5996EC6ACAC184A3A2DB
758,냉,U+B0C9,V320 assignment,83/206/269,103/228/325,29,1,6C4A6D81932B03D83ADFD37D5756BAFD0AEFA4885756C36FC25FFC1A751A6528,D1DB62AA315CE886D4F6648895A4425CB6E94302ADD37E707F1E2D4D8EEE2A92
759,뇌,U+B1CC,V320 assignment,63/172/-1,63/194/-1,0,0,A3FC63E1619A3E311772DA3F3E627D369850870B76444D03616AC312A0DA427A,A3FC63E1619A3E311772DA3F3E627D369850870B76444D03616AC312A0DA427A
760,닷,U+B2F7,V320 assignment,84/205/267,104/227/267,13,1,549522F32813129F9AAD8B585C891D209A9424191A78B4F22DCAF490373662CE,A1C4F129092E1775DD966103FF5FA912CA0583A787346F0B37EAEB58398C757F
761,덴,U+B374,V320 assignment,84/210/252,104/232/308,24,1,D678ABF2F4EDB54CAC3B68DC441AB624FBDA3460EDFD7CA6A532D321ED28E321,90474118DF14991D8767B99CD80603CE68E5307929BE68A73883B815B173EB16
763,독,U+B3C5,V320 assignment,104/213/277,124/235/333,43,1,796B62D704A133F5C375A1E862FB8C631912E379D47B66C10C90232A9D571D03,0FE7D0020D301914A92E799E19059BC144B85DD97022230C5C376534DBCBF538
764,둔,U+B454,V320 assignment,124/218/308,124/240/336,23,1,CC8130208AAB2FAFFC585E56538CC6BB3858C07C8740B2D96FC2F3522AA41F22,088DDA97F545506E0C7764CF2EF8AB78D947F5549D17E9B6A94D5F67B8A71781
765,들,U+B4E4,V320 assignment,104/223/284,124/245/340,53,1,5A78C4845ADA24F440A5983BAD7BA3EB96288F227273FE61DC8828A5EB300511,5D0BC8039D288169E2B661F52293E19346B1CD23AE23A95FAA57E7B6BB87CA82
766,듦,U+B4E6,V320 assignment,104/223/286,124/245/342,61,1,9225FE8B7ADBB3267D67623C6FC6491E6F2F20DD49942D032DA1CE5F746513E8,C450C4AF4EDD5BE1617539152D3596B12F537BD2861E822FC572E2EA43791F07
767,띄,U+B744,V320 assignment,65/180/-1,65/202/-1,0,0,2A87A3F61D92A8567431960C43CA2B5863749EEC94E77D063033E3FCA03745DE,2A87A3F61D92A8567431960C43CA2B5863749EEC94E77D063033E3FCA03745DE
768,락,U+B77D,V320 assignment,86/205/249,106/227/249,15,1,5BCDAC99681302167FF20C822E5F2ADD32F998DCFAC6C175504F5ED3F291FE14,8B251FC66EC37CCDBF4D4AE5C9810E03AD795F135AB7FB32ECAC256C93E6ADCB
769,랙,U+B799,V320 assignment,86/206/249,106/228/305,24,1,C3EC33A5845AEC16D87F66FBEEB86E77A5EC26B9AC2EECED8C4B599966CEFECF,E16DCD95CE4C6EA079EC58F1CC9C4395F74B15CE5CEDD97830EDF5B256E98335
770,랩,U+B7A9,V320 assignment,86/206/265,106/228/321,31,1,6EC769137B68E1C91B3FCEEB38600A7E5DFD904E06DE18BD088BBA4D6EF8CC13,8B7BE2ADA8DC58835777D3DAE73868FA4524028A931C4ED6909B7A7EBCC9C53D
771,렉,U+B809,V320 assignment,86/210/249,106/232/305,24,1,A560E5F1DB8E1BDCC16A00AD9807651EB35819C379D10AF4CAD8CA1E68361024,1ACE1E02EA74599DCAF941FADD50D85DFC2B01AED8B4EDEA5BC18B479B9A6183
772,렘,U+B818,V320 assignment,86/210/264,106/232/320,31,1,7A9A6F4E7834961292407EB3953C4735E54C92BF4DC37F74372BD3052E51F889,238A9743EBB373F08A38C0232669F540EC3C65E732E6BCE14835C231922914A3
773,렛,U+B81B,V320 assignment,86/210/267,106/232/323,15,1,18F976310DDE172A2510CA26894D8C0C8A1F7F41B7C18D0A86B403AACF0995BC,1D1F9AF32CCECC453A607168B5BE5DE297B32A3DF0CC8F1E115EA1457D1914FD
775,렬,U+B82C,V320 assignment,86/211/256,106/233/284,15,1,4A88DFC6F845754FE3AE2905F4BDC3930C58B2A8AA3286C9F9A1CBC4F31C7EF3,6B1D5F7AAF9874A60BF3BC3B23EB535DE2148C7242ABF8CACF672B7ADA75E2D3
776,례,U+B840,V320 assignment,6/168/-1,6/190/-1,0,0,E3A67C8E1072C2F5B118AF2EDD4D683BAA97953FC35ECA417073FD46378055BF,E3A67C8E1072C2F5B118AF2EDD4D683BAA97953FC35ECA417073FD46378055BF
777,론,U+B860,V320 assignment,106/213/280,126/235/336,49,1,3BE11EE2ABAC2176EA6F6716A3DACB99D152C70BED9C06D00029717BD3B78BE9,08AFEC903F6F1994688BE72FA07535B612C98EE55825A94E0E519F62032C8A31
778,뢰,U+B8B0,V320 assignment,66/172/-1,66/194/-1,0,0,012C4310398E57884E6EB00F39B092FBB43B1620A809BA9524638D9FAE265ECE,012C4310398E57884E6EB00F39B092FBB43B1620A809BA9524638D9FAE265ECE
779,룬,U+B8EC,V320 assignment,126/218/308,126/240/336,23,1,BE53F5D5DF8C0ED88B48297370FD9CD672C0D3BE776F76E5C3708862FDDFC1CC,23F451D45AC52BDB523BECF99A60DEB03639D5AC5FF8BA6BA1B86C68ED90EFDB
804,털,U+D138,V320 assignment,97/209/256,117/231/284,15,1,882466339BF15DEC89BF6DB50964EEC577A81E26030B3FB4FC356E9B56CCBBCE,43E1D587264485D68EBF05F331639FE171B28EA49130D385ED7EAC455FC7D0C8
805,텀,U+D140,V320 assignment,97/209/264,117/231/292,15,1,1BD16D852F8E98BCD7C76F04DF450C9331D864E9153E7082B10FDA433759BFCC,E25197D3858701C07BE6E29BDC9653DA3C70ED8F5A2917D0F1C4E556804792E4
806,텅,U+D145,V320 assignment,97/209/269,117/231/297,15,1,B2C11EF56B8A4BF69C48F466CE1911CA1463A5F8CA35BFEC7CF9A7C74CB58F49,CE5797A00880697C2F90740DC52316F17B27A970AA3988B72C0ED7964079B9D1
807,텔,U+D154,V320 assignment,97/210/256,117/232/312,20,1,BCE858349F15DBF6B463C1D87C558BDA6F25AE573B1DDC030E219457FDA49E36,34BFFBA0D936464D74E419F6E868DF620FA9278C138D7A79F568B179529B7E1A
808,톰,U+D1B0,V320 assignment,117/213/292,137/235/348,60,1,2B05BF1B70C6100FBC9AF13E6C9E7870C8C6618E262328BA2B229E8899DEA544,161E6762DFBE0D9628F137B9B51C91DA3923318CD8E5AE0BFE17B2F6BA970667
809,퇴,U+D1F4,V320 assignment,77/172/-1,77/194/-1,0,0,E7BEF704159457916044E3D111B9BA4D74E36FB3E342A7DBE061C85246FD980F,E7BEF704159457916044E3D111B9BA4D74E36FB3E342A7DBE061C85246FD980F
810,티,U+D2F0,V320 assignment,17/181/-1,17/203/-1,0,0,5BF734FB6686CAC0EF8EAFD4D4B3D32397C777B31F65A8C5FF4F7D630BEBD91C,5BF734FB6686CAC0EF8EAFD4D4B3D32397C777B31F65A8C5FF4F7D630BEBD91C
811,팡,U+D321,V320 assignment,98/205/269,118/227/269,32,1,047DA6D97FBC4896BCE42845252809AC0B5E335E0A4FED54FBD74E5AB260514F,426C379A08509061746560CD383B9DC54601424539FE108122D9D254D6C9FD10
812,팬,U+D32C,V320 assignment,98/206/252,118/228/308,42,1,1A2C8501E33B30182E7B4D3084F8FA3B8DA4BDD6FAF17023FC2B445EBCC61BB0,915A25F0D66133C4355B3A0C5914F0589939054D64634A6578520002683D34AB
813,펀,U+D380,V320 assignment,98/209/252,118/231/280,32,1,D61A4E8223D8B72B3A677F5DCF1D40D07C530BCEEE3E251D90C4DD7465573157,7B2A307318B80DE622D19D00AE33260FFB8FD5C37A3A2908D81DC854221B566B
814,페,U+D398,V320 assignment,18/166/-1,18/188/-1,0,0,DEAAC10DC299DD617DE12BC14F54425E69E466DD061A84FD36919BB374769379,DEAAC10DC299DD617DE12BC14F54425E69E466DD061A84FD36919BB374769379
815,폴,U+D3F4,V320 assignment,118/213/284,138/235/340,49,1,DBBC2D8BEEF16B9A8B4443A568E1EA0B6738737F46F4B357DEF4E7157C77B601,89C55C04C9B1DA4BEC214ADEE6726FDCB08B07270B1BFDEF829B7826A068A252
816,할,U+D560,V320 assignment,99/205/256,119/227/256,22,1,858AC88FDDA9F69A5A0841675F181B6097EA5C1AED739A05D8E9D157E2576B4C,11E9C2F30B797DBC89486740976A4DA4F0C778EC2BD4427C1E79A4BFFA6A9EA9
817,현,U+D604,V320 assignment,99/211/252,119/233/280,22,1,2DC4690CC281F9513DA5F33FD75FC7EF268111F57985970BF402D16B484960C9,07435EB868732CA573E145DEDE41F685AB4E50F46D0B04455B5B9B68C8D5DD90
818,흑,U+D751,V320 assignment,119/223/277,139/245/333,54,1,3153C031621F7A6E60CD25D343B84304B7AA7161F37CAF5A1599D9CD51AA6ACA,2A37229F3384ADF273BB8B4316546C9024E2A6F6DDE3989DD4AB3935C8F74621
820,률,U+B960,V320 assignment,126/222/312,126/244/340,22,1,3A991A901CBFAAABD54BF2533751BA0CD113BE53C99A3B503D2557A4043458F1,44E1992E195EE84A2D5B6FF4643F2EC4D2482697B53475E81B4C48ED4A1B2F31
821,흡,U+D761,V320 assignment,119/223/293,139/245/349,67,1,90BEBA44971B629F07D24B427A5DB8C135DC67AA86F138B64242A19866F2E272,E35DB62E43ED0F1B7F63380CF6A9F7C031C3D4C1CBEF4D5438B33A5390A6F809
822,힐,U+D790,V320 assignment,99/225/256,119/247/284,22,1,7EAFFE8CCA92AC300F5C6A0DF9169F16DF9E532C4726AD8DDEBA81C98979C8D5,90C59755FE2DA05C08DF375D10B07DBB6F3DEE07A8DBD3E065BA902DF6F23412
824,묵,U+BB35,V320 assignment,127/218/305,127/240/333,19,1,ED3ED16C17D2284772C00B7FA80773A01A4C886098CE00E6EB4EEC37AA113755,DCDA5390669B39FB366AA1AB5E06AB372C9721170887D8BF1480BC0449CBE92B
825,백,U+BC31,V320 assignment,88/206/249,108/228/305,25,1,E4C56F918A403DD639B234B79B645B83317532C708431CFF757639605D0BE09F,A113A8A2B39A5B8417F943ECBEC7DA113BDEF3CBF59A3EBF19A82D7EEA82903C
826,벗,U+BC97,V320 assignment,88/209/267,108/231/295,16,1,AB2B20EC8E2C51054A8CD4E2233658364E29412B3B00ED7C6E7E61830274CF13,E261621CEF2BFB22911A3F0313C27F674048FF494742FA12384DA80E06948A15
827,뷰,U+BDF0,V320 assignment,48/178/-1,48/200/-1,0,0,75E999294D165E14D367F390CB1D67C91ECEE4162612F14138D7A0C027F069E3,75E999294D165E14D367F390CB1D67C91ECEE4162612F14138D7A0C027F069E3
828,블,U+BE14,V320 assignment,108/223/284,128/245/340,62,1,15D2D4EF105FE07DB8B7747696D43246727FFF9FD06512F7A0D2FAF722AC503C,FF6D388B1E415C58B915820EA006E32896D9FEBBDB1BD5A4FFCAF510C58286E2
829,빙,U+BE59,V320 assignment,88/225/269,108/247/297,16,1,9E7A9C1818699D3F209F5670F17E5B48F207D4E915BE85CDD096EDD679FE0F2D,F39AB053BDA4E1933124B90F60AF566F99ACFACEA5ACB7A2E620B7E76EA27FFE
830,샬,U+C0EC,V320 assignment,90/207/256,110/229/256,18,1,4FB69C9D21659E7C864537B1648BC67F6ACE8B8D14FD1E50779134FB0C720A59,E64A686B6046936878FA24059FCF0049CA37C60B0F27F8217C5D02302CA70B72
831,섞,U+C11E,V320 assignment,90/209/250,110/231/278,18,1,DF777089EDA411EDD6755916D024418DC94F0D6E55AACBDFA23D734887AAA2F7,F96FEFB600B58F517E831E431FAE656394036CB424424463FEDA5CE6885C9C71
832,션,U+C158,V320 assignment,90/211/252,110/233/280,17,1,A3F52665A2F6A4B8D51487E13D858AAD0FDF1834F744BD9F53E31BB509F4DA6D,1F08393854819A22D000D78D50C88616D423167E4D8F6BE74B1948114151733F
833,스,U+C2A4,V320 assignment,30/179/-1,30/201/-1,0,0,6AFEC863FEB5C4C37C326A7E4A31DADED780A9240BF43998D4899644282ABA48,6AFEC863FEB5C4C37C326A7E4A31DADED780A9240BF43998D4899644282ABA48
834,썩,U+C369,V320 assignment,91/209/249,111/231/277,35,1,0338F0A8C9A1E99E171144B77142D12668CAD6B9416102A1A2C1414F0CEDB3D3,CD9730F64BC1261001393870B47047DD2A57D6C0FE915DB683E1F10726F4C145
835,썬,U+C36C,V320 assignment,91/209/252,111/231/280,35,1,AE3AB61D22638A6339492F78D9FD6665B333C531051DB670FD33738928BC2EC6,A4A2C91D717233DDBB3BE3D53AE763DBEDF68CC1D0080C8BD4AC2366F7697EB9
836,씩,U+C529,V320 assignment,91/225/249,111/247/277,36,1,2EDBB393EC8691C0182AF510B931944F69E3C7114E73E20D6194CCC568E15017,BB851990EC283FFCDFF483718624F170F49F21EA3979E08C2873D103E1D2D5E7
837,암,U+C554,V320 assignment,92/205/264,112/227/264,22,1,7436454966667488EDFFC7C5D847CFB67F064D5DFADCB38E43C331BCD76149BB,5AD33EB7B3DE55720C71CDFC1D958A271FA4AD6A60CE9C20BBEA82154FDC78F7
838,압,U+C555,V320 assignment,92/205/265,112/227/265,22,1,8214E3D4B5AE896FE3E86FD85AE00CB1C7F667BCAD76CEC5D3BDEDFE8F2B1949,F1E657523C76C0CBB4D844612B09810AFBD2370EEC11CBDA5A67862B62C893AB
839,앵,U+C575,V320 assignment,92/206/269,112/228/325,38,1,B6AD29569013CC96050950498F456A705AA11000F4048D7FE8299FDC75C2D67E,773C57378D9578112F1D95CFDCAD6E400486A3EC963FDDCC5DC7002EA6B52340
864,엑,U+C5D1,V320 assignment,92/210/249,112/232/305,30,1,5F897990AF163EABEDEC3860B42ABC1FA5331F0118668FBFDF858CE9556AC044,6908ECDF099614983647EFE93CE36034A445A65D29C5E4514A918ADABD93BC3D
866,염,U+C5FC,V320 assignment,92/211/264,112/233/292,22,1,A7E3C1A63F33AE24AB3A95D02D2EA05D8C990A9892D7EE877E0FBDA99BB51FB5,5BA5355AC85CB18C5B2B04D7714FC8ECF1BA720D800909F7488CBDC81E3DC73C
867,왠,U+C660,V320 assignment,152/215/336,152/237/308,24,1,3F3870A8F74D1DA50D8ED407F3C1858488D6387219DA44FE30760313A4907BE3,9924F49DD368920DFA80AC4BA8AB11758112F5733887129076C84DF29C304D1F
868,윈,U+C708,V320 assignment,152/221/336,152/243/280,19,1,B75B250A8E3E17852FEDD3C9F748E32BBAC05F2188A90B6836BBC5258AE8BAE2,1C18FDC32C6F4C2240717AB0BC4636C53491E92D5DE34BE392E13C776A46D029
869,으,U+C73C,V320 assignment,32/179/-1,32/201/-1,0,0,6534067194CFC7E52985795B977B4A76F2A813EDE68ABDB68EEEECB60C879299,6534067194CFC7E52985795B977B4A76F2A813EDE68ABDB68EEEECB60C879299
870,잎,U+C78E,V320 assignment,92/225/274,112/247/302,22,1,648B57E191A79DC61185323677335EBCB55EBDDCEC1A00F1B8ABF9C03476F095,870C79A9662BC8CF3AD7E77D92B51709978D276B8C9783CCD51AE299DE701E95
871,잔,U+C794,V320 assignment,93/205/252,113/227/252,18,1,24E08E95BF1A2A923059FF39AF3ABA46ABBE33A69D288D4D816AE39E79C77D97,D06422766A6D345DC66300EB9CBA2C5C5526D68612766CA4AF1017EDEA24AC00
872,젤,U+C824,V320 assignment,93/210/256,113/232/312,20,1,16248794B82970F91B7A9396B45478632DC8C2C5F034EA3BBD4726C377F60761,677A09BA002DB2E23B9337AACB446F5F661E6C6B2054E6F81A5C277CB2E77C7A
873,즌,U+C98C,V320 assignment,113/223/280,133/245/336,49,1,CE154C253BBA13D73916F39814392EEFDE8F51012ECC2EC3634F68817C9F1E28,DB47ED0FE3137B9E969E2296EB29FC1F0E748512E5C83FAAECBBCF3A16147507
874,찍,U+CC0D,V320 assignment,94/225/249,114/247/277,21,1,AE4C6B7740E175BF93A6146E7145C782BAAF252458C356720B8EA427DD97F39B,807123DADE41BC008BD43FF53D9DD6197F7E5E6B49CABC8E8266083C47372036
875,챔,U+CC54,V320 assignment,95/206/264,115/228/320,34,1,428CE61B1D30751FCAE48DB32511CCDEDFE1ED28D5A963993A6FB0603F241C6F,51C9ABBB01F63414A735B6B557931F931A79A8E4B70AE076758C42E762A87B36
876,척,U+CC99,V320 assignment,95/209/249,115/231/277,18,1,FFACE70C284C9A9FB14656D2416B1586329ABFFDAFA06AA51F151C32A96BEC20,A4521A13E2A6A18CC6E0F17359352476F46C55A70EE126EF64861557D63DB1A1
877,쳤,U+CCE4,V320 assignment,95/211/268,115/233/296,17,1,9AF7500394C6E4D602D12ACD04DA3AE016B847357FB54BF9A491C274BE6AADAF,9122123FFEDA3853B1657DE661A31A49E8FB4A33A9411D63A5D1185D0686DC25
878,추,U+CD94,V320 assignment,55/174/-1,55/196/-1,0,0,75105CCE4D2FA047E9156267DF987DA65CB1A967B4D93F0E63C7B8A755F55453,75105CCE4D2FA047E9156267DF987DA65CB1A967B4D93F0E63C7B8A755F55453
879,칸,U+CE78,V320 assignment,96/227/252,116/205/252,23,1,EA7736FAA4B844510443C13A4EC03CD24EE908A2DFA76D3E5414E341A8FFB305,66F388182A40A7CC6A1B1503FAEDF45B1BB4259A78EE65BA5BDAC45BB41D477C
880,컬,U+CEEC,V320 assignment,96/231/256,116/209/284,22,1,84B430DC58C21A13E0B28FA32ADCCDFB2AC0B1395FF516EE2B664210EFC12291,E6CC0EDBAAE60F5591EC86BABBDEDB9081D0CC5C873D4F1E94ADBC591E950FB9
881,큐,U+D050,V320 assignment,56/200/-1,56/178/-1,0,0,BE75CA4D4E63C275868B0BD6CBB83BFA0CBC3FDA4164839F12D44459E4FBC1B4,BE75CA4D4E63C275868B0BD6CBB83BFA0CBC3FDA4164839F12D44459E4FBC1B4
882,큭,U+D06D,V320 assignment,116/245/277,136/223/333,41,1,94611DA916196E9999B1EFFB5BD5A5A6EC4AE412334623CA4EEE0CFED3DF0120,661399941C17FB222BFBF915EEDD51E7E7913F7F93C10506FC1AAC49CBF78833
883,택,U+D0DD,V320 assignment,97/206/249,117/228/305,24,1,2293AC6BC9C70E1B88B446A9C0F11B18F010830EDFC61DDB2D3CACFBB5C38973,84D3D3E5027C2F4D5C7C87B60EDF9AD7680195D35679650DAF3D934686CEE9C1
