member,offset,before,after,region
PSX.EXE,0x8157E,90,0C,ui_pool
PSX.EXE,0x8157F,E9,8F,ui_pool
PSX.EXE,0x81580,F3,0F,ui_pool
PSX.EXE,0x81581,00,A1,ui_pool
PSX.EXE,0x81582,E9,0C,ui_pool
PSX.EXE,0x81583,83,41,ui_pool
PSX.EXE,0x81584,E9,00,ui_pool
PSX.EXE,0x81585,95,DD,ui_pool
PSX.EXE,0x81586,00,08,ui_pool
PSX.EXE,0x81587,E1,DD,ui_pool
PSX.EXE,0x81588,47,22,ui_pool
PSX.EXE,0x81589,E9,A1,ui_pool
PSX.EXE,0x8158B,DF,24,ui_pool
PSX.EXE,0x8158C,C0,00,ui_pool
PSX.EXE,0x8158D,EA,DD,ui_pool
PSX.EXE,0x8158E,7D,08,ui_pool
PSX.EXE,0x8158F,00,DD,ui_pool
PSX.EXE,0x81590,E9,22,ui_pool
PSX.EXE,0x81591,AF,A1,ui_pool
PSX.EXE,0x81592,E9,DD,ui_pool
PSX.EXE,0x81593,8D,A1,ui_pool
PSX.EXE,0x81595,EA,DD,ui_pool
PSX.EXE,0x81596,89,0C,ui_pool
PSX.EXE,0x81597,EA,1E,ui_pool
PSX.EXE,0x81598,7E,A1,ui_pool
PSX.EXE,0x81599,00,DD,ui_pool
PSX.EXE,0x8159A,E9,30,ui_pool
PSX.EXE,0x8159B,93,5A,ui_pool
PSX.EXE,0x8159C,DF,00,ui_pool
PSX.EXE,0x8159D,41,DD,ui_pool
PSX.EXE,0x8159E,E0,10,ui_pool
PSX.EXE,0x8159F,E3,DD,ui_pool
PSX.EXE,0x815A0,E0,0A,ui_pool
PSX.EXE,0x815A1,C3,DD,ui_pool
PSX.EXE,0x815A2,E9,2B,ui_pool
PSX.EXE,0x815A3,EC,03,ui_pool
PSX.EXE,0x815A5,E9,DD,ui_pool
PSX.EXE,0x815A6,52,42,ui_pool
PSX.EXE,0x815A7,E0,3D,ui_pool
PSX.EXE,0x815A8,C3,0F,ui_pool
PSX.EXE,0x815A9,EA,A1,ui_pool
PSX.EXE,0x815AA,86,DD,ui_pool
PSX.EXE,0x815AB,9C,48,ui_pool
PSX.EXE,0x815AC,DF,00,ui_pool
PSX.EXE,0x815AD,9E,DD,ui_pool
PSX.EXE,0x815AE,DE,42,ui_pool
PSX.EXE,0x815AF,74,88,ui_pool
PSX.EXE,0x815B0,E0,04,ui_pool
PSX.EXE,0x815B1,C3,A1,ui_pool
PSX.EXE,0x815B2,00,DD,ui_pool
PSX.EXE,0x815B3,DF,97,ui_pool
PSX.EXE,0x815B4,88,00,ui_pool
PSX.EXE,0x815B5,E9,DD,ui_pool
PSX.EXE,0x815B6,42,59,ui_pool
PSX.EXE,0x815B7,9C,DD,ui_pool
PSX.EXE,0x815B8,E9,5B,ui_pool
PSX.EXE,0x815B9,36,A1,ui_pool
PSX.EXE,0x815BA,E9,DE,ui_pool
PSX.EXE,0x815BB,19,E5,ui_pool
PSX.EXE,0x815BD,E0,DD,ui_pool
PSX.EXE,0x815BE,E3,65,ui_pool
PSX.EXE,0x815BF,DF,8B,ui_pool
PSX.EXE,0x815C0,41,0F,ui_pool
PSX.EXE,0x815C1,9C,A1,ui_pool
PSX.EXE,0x815C2,E9,DD,ui_pool
PSX.EXE,0x815C3,90,A1,ui_pool
PSX.EXE,0x815C4,EA,00,ui_pool
PSX.EXE,0x815C5,78,DD,ui_pool
PSX.EXE,0x815C6,E0,66,ui_pool
PSX.EXE,0x815C7,E3,DD,ui_pool
PSX.EXE,0x815C8,E0,EF,ui_pool
PSX.EXE,0x815C9,E6,A1,ui_pool
PSX.EXE,0x815CA,00,8B,ui_pool
PSX.EXE,0x815CB,EA,69,ui_pool
PSX.EXE,0x815CC,47,00,ui_pool
PSX.EXE,0x815CD,EA,DD,ui_pool
PSX.EXE,0x815CE,32,67,ui_pool
PSX.EXE,0x815CF,9C,A1,ui_pool
PSX.EXE,0x815D0,E9,DD,ui_pool
PSX.EXE,0x815D1,90,61,ui_pool
PSX.EXE,0x815D2,EA,2E,ui_pool
PSX.EXE,0x815D3,77,24,ui_pool
PSX.EXE,0x815D5,E0,DD,ui_pool
PSX.EXE,0x815D6,E3,7B,ui_pool
PSX.EXE,0x815D7,E0,DD,ui_pool
PSX.EXE,0x815D8,C3,68,ui_pool
PSX.EXE,0x815D9,E9,A1,ui_pool
PSX.EXE,0x815DA,90,DF,ui_pool
PSX.EXE,0x815DB,00,6C,ui_pool
PSX.EXE,0x815DC,E9,00,ui_pool
PSX.EXE,0x815DD,16,DD,ui_pool
PSX.EXE,0x815DE,DF,94,ui_pool
PSX.EXE,0x815DF,E6,8D,ui_pool
PSX.EXE,0x815E0,00,0F,ui_pool
PSX.EXE,0x815E1,E0,A1,ui_pool
PSX.EXE,0x815E2,31,DD,ui_pool
PSX.EXE,0x815E3,E9,AF,ui_pool
PSX.EXE,0x815E4,4F,00,ui_pool
PSX.EXE,0x815E5,E9,DD,ui_pool
PSX.EXE,0x815E6,D9,94,ui_pool
PSX.EXE,0x815E7,00,8D,ui_pool
PSX.EXE,0x815E8,E1,A1,ui_pool
PSX.EXE,0x815E9,9B,7A,ui_pool
PSX.EXE,0x815EA,E9,DD,ui_pool
PSX.EXE,0x815EB,93,9F,ui_pool
PSX.EXE,0x815EC,DF,00,ui_pool
PSX.EXE,0x815ED,41,DD,ui_pool
PSX.EXE,0x815EE,9C,C2,ui_pool
PSX.EXE,0x815EF,E0,29,ui_pool
PSX.EXE,0x815F0,B6,A1,ui_pool
PSX.EXE,0x815F1,DE,3E,ui_pool
PSX.EXE,0x815F2,74,DD,ui_pool
PSX.EXE,0x815F3,E1,0E,ui_pool
PSX.EXE,0x815F4,CE,00,ui_pool
PSX.EXE,0x815F5,00,DD,ui_pool
PSX.EXE,0x815F6,E9,CD,ui_pool
PSX.EXE,0x815F7,A1,DD,ui_pool
PSX.EXE,0x815F8,DF,78,ui_pool
PSX.EXE,0x815F9,92,03,ui_pool
PSX.EXE,0x815FA,E9,DF,ui_pool
PSX.EXE,0x815FB,95,90,ui_pool
PSX.EXE,0x815FD,E0,DD,ui_pool
PSX.EXE,0x815FE,4F,DD,ui_pool
PSX.EXE,0x815FF,DF,56,ui_pool
PSX.EXE,0x81600,04,DD,ui_pool
PSX.EXE,0x81601,9C,89,ui_pool
PSX.EXE,0x81602,E0,DD,ui_pool
PSX.EXE,0x81603,E9,7B,ui_pool
PSX.EXE,0x81604,DE,00,ui_pool
PSX.EXE,0x81605,7C,DD,ui_pool
PSX.EXE,0x81606,00,EC,ui_pool
PSX.EXE,0x81607,E9,DF,ui_pool
PSX.EXE,0x81608,B6,5E,ui_pool
PSX.EXE,0x81609,DF,A1,ui_pool
PSX.EXE,0x8160A,1A,8B,ui_pool
PSX.EXE,0x8160B,9C,69,ui_pool
PSX.EXE,0x8160C,E9,00,ui_pool
PSX.EXE,0x8160D,EC,DD,ui_pool
PSX.EXE,0x8160E,DE,EC,ui_pool
PSX.EXE,0x8160F,A8,DF,ui_pool
PSX.EXE,0x81610,E0,5E,ui_pool
PSX.EXE,0x81611,31,DD,ui_pool
PSX.EXE,0x81612,E0,17,ui_pool
PSX.EXE,0x81613,ED,03,ui_pool
PSX.EXE,0x81616,83,01,ui_pool
PSX.EXE,0x81617,E9,8F,ui_pool
PSX.EXE,0x81618,88,DD,ui_pool
PSX.EXE,0x81619,E9,9D,ui_pool
PSX.EXE,0x8161A,42,DE,ui_pool
PSX.EXE,0x8161B,00,77,ui_pool
PSX.EXE,0x8161C,EA,00,ui_pool
PSX.EXE,0x8161D,25,DE,ui_pool
PSX.EXE,0x8161E,E9,3C,ui_pool
PSX.EXE,0x8161F,EC,34,ui_pool
PSX.EXE,0x81620,E0,28,ui_pool
PSX.EXE,0x81621,9C,A1,ui_pool
PSX.EXE,0x81622,EA,DE,ui_pool
PSX.EXE,0x81623,3D,64,ui_pool
PSX.EXE,0x81624,E9,00,ui_pool
PSX.EXE,0x81625,88,DE,ui_pool
PSX.EXE,0x81626,00,3C,ui_pool
PSX.EXE,0x81627,E9,34,ui_pool
PSX.EXE,0x81628,B6,28,ui_pool
PSX.EXE,0x81629,E0,DD,ui_pool
PSX.EXE,0x8162A,BF,D2,ui_pool
PSX.EXE,0x8162B,DF,1C,ui_pool
PSX.EXE,0x8162C,41,00,ui_pool
PSX.EXE,0x8162D,00,DE,ui_pool
PSX.EXE,0x8162E,EA,68,ui_pool
PSX.EXE,0x8162F,58,2E,ui_pool
PSX.EXE,0x81630,DF,DE,ui_pool
PSX.EXE,0x81631,87,8C,ui_pool
PSX.EXE,0x81632,E9,DE,ui_pool
PSX.EXE,0x81633,83,14,ui_pool
PSX.EXE,0x81635,E9,DE,ui_pool
PSX.EXE,0x81636,8D,93,ui_pool
PSX.EXE,0x81637,E0,8D,ui_pool
PSX.EXE,0x81638,5D,0F,ui_pool
PSX.EXE,0x81639,E9,A1,ui_pool
PSX.EXE,0x8163A,C3,50,ui_pool
PSX.EXE,0x8163B,00,95,ui_pool
PSX.EXE,0x8163C,EA,00,ui_pool
PSX.EXE,0x8163D,07,DE,ui_pool
PSX.EXE,0x8163E,DF,C0,ui_pool
PSX.EXE,0x8163F,87,30,ui_pool
PSX.EXE,0x81640,E9,DE,ui_pool
PSX.EXE,0x81641,83,36,ui_pool
PSX.EXE,0x81642,00,D5,ui_pool
PSX.EXE,0x81643,EA,4F,ui_pool
PSX.EXE,0x81644,25,00,ui_pool
PSX.EXE,0x81645,EA,DF,ui_pool
PSX.EXE,0x81646,46,50,ui_pool
PSX.EXE,0x81647,E9,45,ui_pool
PSX.EXE,0x81648,42,DF,ui_pool
PSX.EXE,0x81649,E9,16,ui_pool
PSX.EXE,0x8164A,90,DD,ui_pool
PSX.EXE,0x8164B,00,D1,ui_pool
PSX.EXE,0x8164C,E9,00,ui_pool
PSX.EXE,0x8164D,56,DF,ui_pool
PSX.EXE,0x8164E,E9,6D,ui_pool
PSX.EXE,0x8164F,31,DD,ui_pool
PSX.EXE,0x81650,00,83,ui_pool
PSX.EXE,0x81651,E9,A1,ui_pool
PSX.EXE,0x81652,07,DE,ui_pool
PSX.EXE,0x81653,E9,43,ui_pool
PSX.EXE,0x81654,90,00,ui_pool
PSX.EXE,0x81655,9C,01,ui_pool
PSX.EXE,0x81656,EA,2E,ui_pool
PSX.EXE,0x81657,07,A1,ui_pool
PSX.EXE,0x81658,E9,38,ui_pool
PSX.EXE,0x81659,B2,0A,ui_pool
PSX.EXE,0x8165A,DF,24,ui_pool
PSX.EXE,0x8165B,41,00,ui_pool
PSX.EXE,0x8165C,00,01,ui_pool
PSX.EXE,0x8165D,E9,58,ui_pool
PSX.EXE,0x8165E,07,A1,ui_pool
PSX.EXE,0x8165F,E9,1C,ui_pool
PSX.EXE,0x81660,90,DD,ui_pool
PSX.EXE,0x81661,00,A9,ui_pool
PSX.EXE,0x81662,DF,00,ui_pool
PSX.EXE,0x81663,BC,01,ui_pool
PSX.EXE,0x81664,E0,58,ui_pool
PSX.EXE,0x81665,33,A1,ui_pool
PSX.EXE,0x81666,E0,45,ui_pool
PSX.EXE,0x81667,C3,DF,ui_pool
PSX.EXE,0x81668,E9,65,ui_pool
PSX.EXE,0x81669,A1,00,ui_pool
PSX.EXE,0x8166A,9C,01,ui_pool
PSX.EXE,0x8166B,DF,58,ui_pool
PSX.EXE,0x8166C,BD,A1,ui_pool
PSX.EXE,0x8166D,E0,83,ui_pool
PSX.EXE,0x8166E,ED,DD,ui_pool
PSX.EXE,0x8166F,00,86,ui_pool
PSX.EXE,0x81670,DE,00,ui_pool
PSX.EXE,0x81671,83,01,ui_pool
PSX.EXE,0x81672,DF,58,ui_pool
PSX.EXE,0x81673,41,A1,ui_pool
PSX.EXE,0x81674,EA,96,ui_pool
PSX.EXE,0x81675,3D,0C,ui_pool
PSX.EXE,0x81676,00,8F,ui_pool
PSX.EXE,0x81677,E9,00,ui_pool
PSX.EXE,0x81678,20,07,ui_pool
PSX.EXE,0x81679,E0,70,ui_pool
PSX.EXE,0x8167A,C3,A1,ui_pool
PSX.EXE,0x8167B,E0,DE,ui_pool
PSX.EXE,0x8167C,ED,34,ui_pool
PSX.EXE,0x8167D,9C,7B,ui_pool
PSX.EXE,0x8167E,E9,00,ui_pool
PSX.EXE,0x8167F,52,07,ui_pool
PSX.EXE,0x81680,E9,A1,ui_pool
PSX.EXE,0x81681,90,09,ui_pool
PSX.EXE,0x81682,E9,DD,ui_pool
PSX.EXE,0x81683,F3,06,ui_pool
PSX.EXE,0x81684,00,30,ui_pool
PSX.EXE,0x81685,E9,00,ui_pool
PSX.EXE,0x81686,19,09,ui_pool
PSX.EXE,0x81687,E0,2E,ui_pool
PSX.EXE,0x81688,E3,DD,ui_pool
PSX.EXE,0x81689,E0,08,ui_pool
PSX.EXE,0x8168A,C3,DE,ui_pool
PSX.EXE,0x8168B,E0,5C,ui_pool
PSX.EXE,0x8168C,ED,00,ui_pool
PSX.EXE,0x8168D,9C,09,ui_pool
PSX.EXE,0x8168E,E9,58,ui_pool
PSX.EXE,0x8168F,20,0F,ui_pool
PSX.EXE,0x81690,E0,A1,ui_pool
PSX.EXE,0x81691,C3,DD,ui_pool
PSX.EXE,0x81692,E0,E2,ui_pool
PSX.EXE,0x81693,ED,00,ui_pool
PSX.EXE,0x81694,00,09,ui_pool
PSX.EXE,0x81695,DF,66,ui_pool
PSX.EXE,0x81696,02,01,ui_pool
PSX.EXE,0x81697,E0,A1,ui_pool
PSX.EXE,0x81698,C3,1C,ui_pool
PSX.EXE,0x81699,EA,04,ui_pool
PSX.EXE,0x8169A,69,00,ui_pool
PSX.EXE,0x8169B,9C,09,ui_pool
PSX.EXE,0x8169C,E9,7C,ui_pool
PSX.EXE,0x8169D,90,A1,ui_pool
PSX.EXE,0x8169E,E9,7A,ui_pool
PSX.EXE,0x8169F,5F,DD,ui_pool
PSX.EXE,0x816A0,E9,9F,ui_pool
PSX.EXE,0x816A1,19,00,ui_pool
PSX.EXE,0x816A2,00,0F,ui_pool
PSX.EXE,0x816A3,E0,DD,ui_pool
PSX.EXE,0x816A4,5C,E3,ui_pool
PSX.EXE,0x816A5,DE,A1,ui_pool
PSX.EXE,0x816A6,F6,71,ui_pool
PSX.EXE,0x816A7,E9,8D,ui_pool
PSX.EXE,0x816A8,83,00,ui_pool
PSX.EXE,0x816A9,9C,15,ui_pool
PSX.EXE,0x816AA,E9,DE,ui_pool
PSX.EXE,0x816AB,4F,29,ui_pool
PSX.EXE,0x816AC,E9,28,ui_pool
PSX.EXE,0x816AD,C3,DD,ui_pool
PSX.EXE,0x816AE,DF,A1,ui_pool
PSX.EXE,0x816AF,41,00,ui_pool
PSX.EXE,0x816B0,00,1A,ui_pool
PSX.EXE,0x816B1,DF,3E,ui_pool
PSX.EXE,0x816B2,41,0F,ui_pool
PSX.EXE,0x816B3,DE,A1,ui_pool
PSX.EXE,0x816B4,A8,24,ui_pool
PSX.EXE,0x816B5,EA,33,ui_pool
PSX.EXE,0x816B6,1D,00,ui_pool
PSX.EXE,0x816B7,9C,29,ui_pool
PSX.EXE,0x816B8,DF,17,ui_pool
PSX.EXE,0x816B9,9E,DD,ui_pool
PSX.EXE,0x816BA,DE,66,ui_pool
PSX.EXE,0x816BB,74,03,ui_pool
PSX.EXE,0x816BC,E0,58,ui_pool
PSX.EXE,0x816BD,C3,00,ui_pool
PSX.EXE,0x816BE,00,2B,ui_pool
PSX.EXE,0x816BF,EA,D5,ui_pool
PSX.EXE,0x816C0,3D,86,ui_pool
PSX.EXE,0x816C1,E0,A1,ui_pool
PSX.EXE,0x816C2,ED,24,ui_pool
PSX.EXE,0x816C3,EA,86,ui_pool
PSX.EXE,0x816C4,33,00,ui_pool
PSX.EXE,0x816C5,00,2E,ui_pool
PSX.EXE,0x816C6,E9,DD,ui_pool
PSX.EXE,0x816C7,07,9D,ui_pool
PSX.EXE,0x816C8,E9,DD,ui_pool
PSX.EXE,0x816C9,90,66,ui_pool
PSX.EXE,0x816CA,9C,29,ui_pool
PSX.EXE,0x816CB,DF,00,ui_pool
PSX.EXE,0x816CC,9E,30,ui_pool
PSX.EXE,0x816CD,E0,DD,ui_pool
PSX.EXE,0x816CE,E3,BE,ui_pool
PSX.EXE,0x816CF,E1,DD,ui_pool
PSX.EXE,0x816D0,CE,66,ui_pool
PSX.EXE,0x816D1,00,46,ui_pool
PSX.EXE,0x816D2,E1,00,ui_pool
PSX.EXE,0x816D3,47,31,ui_pool
PSX.EXE,0x816D4,E9,51,ui_pool
PSX.EXE,0x816D5,4F,0F,ui_pool
PSX.EXE,0x816D6,DF,A1,ui_pool
PSX.EXE,0x816D7,C0,DD,ui_pool
PSX.EXE,0x816D8,EA,45,ui_pool
PSX.EXE,0x816D9,7D,00,ui_pool
PSX.EXE,0x816DA,9C,34,ui_pool
PSX.EXE,0x816DB,E9,6B,ui_pool
PSX.EXE,0x816DC,52,DD,ui_pool
PSX.EXE,0x816DD,E9,2A,ui_pool
PSX.EXE,0x816DE,90,DD,ui_pool
PSX.EXE,0x816DF,E9,5B,ui_pool
PSX.EXE,0x816E0,F3,00,ui_pool
PSX.EXE,0x816E1,00,34,ui_pool
PSX.EXE,0x816E2,E9,8F,ui_pool
PSX.EXE,0x816E3,9E,A1,ui_pool
PSX.EXE,0x816E4,E0,34,ui_pool
PSX.EXE,0x816E5,CE,DD,ui_pool
PSX.EXE,0x816E6,9C,AB,ui_pool
PSX.EXE,0x816E7,DF,00,ui_pool
PSX.EXE,0x816E8,9D,37,ui_pool
PSX.EXE,0x816E9,E9,3E,ui_pool
PSX.EXE,0x816EA,5F,0F,ui_pool
PSX.EXE,0x816EB,E9,A1,ui_pool
PSX.EXE,0x816EC,D9,DD,ui_pool
PSX.EXE,0x816ED,00,29,ui_pool
PSX.EXE,0x816EE,E0,00,ui_pool
PSX.EXE,0x816EF,E3,3E,ui_pool
PSX.EXE,0x816F0,E9,0F,ui_pool
PSX.EXE,0x816F1,88,A1,ui_pool
PSX.EXE,0x816F2,9C,40,ui_pool
PSX.EXE,0x816F3,E9,DE,ui_pool
PSX.EXE,0x816F4,07,66,ui_pool
PSX.EXE,0x816F5,E9,00,ui_pool
PSX.EXE,0x816F6,61,41,ui_pool
PSX.EXE,0x816F7,00,DD,ui_pool
PSX.EXE,0x816F8,E9,C2,ui_pool
PSX.EXE,0x816F9,19,A1,ui_pool
PSX.EXE,0x816FA,E0,46,ui_pool
PSX.EXE,0x816FB,E3,67,ui_pool
PSX.EXE,0x816FC,E0,00,ui_pool
PSX.EXE,0x816FD,C3,45,ui_pool
PSX.EXE,0x816FE,E9,DD,ui_pool
PSX.EXE,0x816FF,F3,06,ui_pool
PSX.EXE,0x81700,9C,A1,ui_pool
PSX.EXE,0x81701,E9,6C,ui_pool
PSX.EXE,0x81702,07,1A,ui_pool
PSX.EXE,0x81703,E9,00,ui_pool
PSX.EXE,0x81704,61,1C,ui_pool
PSX.EXE,0x81705,00,DD,ui_pool
PSX.EXE,0x81706,00,A9,ui_pool
PSX.EXE,0x81708,A1,AD,ui_pointer
PSX.EXE,0x81709,AC,B0,ui_pointer
PSX.EXE,0x8170C,5C,54,ui_pointer
PSX.EXE,0x81710,71,D8,ui_pointer
PSX.EXE,0x81711,B8,B5,ui_pointer
PSX.EXE,0x81714,87,8B,ui_pointer
PSX.EXE,0x81715,B8,B4,ui_pointer
PSX.EXE,0x81718,9C,05,ui_pointer
PSX.EXE,0x81719,B8,C8,ui_pointer
PSX.EXE,0x8171C,A9,14,ui_pointer
PSX.EXE,0x81720,BF,8D,ui_pointer
PSX.EXE,0x81721,B8,BB,ui_pointer
PSX.EXE,0x81724,C9,5C,ui_pointer
PSX.EXE,0x81725,B8,AF,ui_pointer
PSX.EXE,0x81728,D1,9C,ui_pointer
PSX.EXE,0x81729,B8,AA,ui_pointer
PSX.EXE,0x8172C,E0,F5,ui_pointer
PSX.EXE,0x8172D,B8,AB,ui_pointer
PSX.EXE,0x81730,EF,29,ui_pointer
PSX.EXE,0x81731,B8,B9,ui_pointer
PSX.EXE,0x81734,00,7A,ui_pointer
PSX.EXE,0x81735,B9,C8,ui_pointer
PSX.EXE,0x81738,11,C8,ui_pointer
PSX.EXE,0x81739,B9,C5,ui_pointer
PSX.EXE,0x8173C,2C,AA,ui_pointer
PSX.EXE,0x81740,3D,90,ui_pointer
PSX.EXE,0x81741,B9,AA,ui_pointer
PSX.EXE,0x81744,4E,32,ui_pointer
PSX.EXE,0x81745,B9,B6,ui_pointer
PSX.EXE,0x81748,61,A2,ui_pointer
PSX.EXE,0x81749,B9,B8,ui_pointer
PSX.EXE,0x8174C,72,90,ui_pointer
PSX.EXE,0x8174D,B9,C7,ui_pointer
PSX.EXE,0x81750,83,58,ui_pointer
PSX.EXE,0x81751,B9,C7,ui_pointer
PSX.EXE,0x81754,92,56,ui_pointer
PSX.EXE,0x81755,B9,B6,ui_pointer
PSX.EXE,0x81758,A8,0B,ui_pointer
PSX.EXE,0x8175C,AC,06,ui_pointer
PSX.EXE,0x8175D,BA,C9,ui_pointer
PSX.EXE,0x81760,9C,05,ui_pointer
PSX.EXE,0x81761,B8,C8,ui_pointer
PSX.EXE,0x81764,BB,87,ui_pointer
PSX.EXE,0x81765,BA,AB,ui_pointer
PSX.EXE,0x81768,CA,42,ui_pointer
PSX.EXE,0x81769,BA,B5,ui_pointer
PSX.EXE,0x8176C,E4,84,ui_pointer
PSX.EXE,0x8176D,BA,B8,ui_pointer
PSX.EXE,0x81770,F9,21,ui_pointer
PSX.EXE,0x81771,BA,AC,ui_pointer
PSX.EXE,0x81774,0A,38,ui_pointer
PSX.EXE,0x81775,BB,B9,ui_pointer
PSX.EXE,0x81778,1F,64,ui_pointer
PSX.EXE,0x81779,BB,B8,ui_pointer
PSX.EXE,0x8177C,34,04,ui_pointer
PSX.EXE,0x8177D,BB,C7,ui_pointer
PSX.EXE,0x81780,43,9C,ui_pointer
PSX.EXE,0x81781,BB,B9,ui_pointer
PSX.EXE,0x81784,56,D4,ui_pointer
PSX.EXE,0x81785,BB,B7,ui_pointer
PSX.EXE,0x81788,6B,D9,ui_pointer
PSX.EXE,0x81789,BB,BA,ui_pointer
PSX.EXE,0x8178C,78,B4,ui_pointer
PSX.EXE,0x8178D,BB,B5,ui_pointer
PSX.EXE,0x81790,90,DF,ui_pointer
PSX.EXE,0x81791,BB,AB,ui_pointer
PSX.EXE,0x81794,9D,E4,ui_pointer
PSX.EXE,0x81795,BB,B7,ui_pointer
PSX.EXE,0x81798,B4,82,ui_pointer
PSX.EXE,0x81799,BB,C7,ui_pointer
PSX.EXE,0x8179C,C5,53,ui_pointer
PSX.EXE,0x8179D,BB,C8,ui_pointer
PSX.EXE,0x817A0,D4,E4,ui_pointer
PSX.EXE,0x817A1,BB,C1,ui_pointer
PSX.EXE,0x817A4,DE,68,ui_pointer
PSX.EXE,0x817A5,BB,C0,ui_pointer
PSX.EXE,0x817A8,EA,84,ui_pointer
PSX.EXE,0x817A9,BB,AC,ui_pointer
PSX.EXE,0x817AC,F6,B8,ui_pointer
PSX.EXE,0x817AD,BB,C0,ui_pointer
PSX.EXE,0x817B0,02,C6,ui_pointer
PSX.EXE,0x817B1,BC,C1,ui_pointer
PSX.EXE,0x817B4,0E,E3,ui_pointer
PSX.EXE,0x817B5,BC,C2,ui_pointer
PSX.EXE,0x817B8,18,86,ui_pointer
PSX.EXE,0x817B9,BC,C0,ui_pointer
PSX.EXE,0x817BC,29,C8,ui_pointer
PSX.EXE,0x817BD,BC,C2,ui_pointer
PSX.EXE,0x817C0,33,9B,ui_pointer
PSX.EXE,0x817C1,BC,BE,ui_pointer
PSX.EXE,0x817C4,3D,06,ui_pointer
PSX.EXE,0x817C5,BC,C6,ui_pointer
PSX.EXE,0x817C8,57,24,ui_pointer
PSX.EXE,0x817C9,BC,B8,ui_pointer
PSX.EXE,0x817CC,6A,CF,ui_pointer
PSX.EXE,0x817CD,BC,B6,ui_pointer
PSX.EXE,0x817D0,7D,D0,ui_pointer
PSX.EXE,0x817D1,BC,BA,ui_pointer
PSX.EXE,0x817D4,89,C4,ui_pointer
PSX.EXE,0x817D5,BC,C7,ui_pointer
PSX.EXE,0x817D8,9C,89,ui_pointer
PSX.EXE,0x817D9,BC,C2,ui_pointer
PSX.EXE,0x817DC,A6,74,ui_pointer
PSX.EXE,0x817DD,BC,B8,ui_pointer
PSX.EXE,0x817E0,B9,3C,ui_pointer
PSX.EXE,0x817E1,BC,AA,ui_pointer
PSX.EXE,0x817E4,B9,3C,ui_pointer
PSX.EXE,0x817E5,BC,AA,ui_pointer
PSX.EXE,0x817E8,CA,1A,ui_pointer
PSX.EXE,0x817E9,BC,B9,ui_pointer
PSX.EXE,0x817EC,DB,44,ui_pointer
PSX.EXE,0x817ED,BC,B6,ui_pointer
PSX.EXE,0x817F0,F0,FC,ui_pointer
PSX.EXE,0x817F1,BC,B5,ui_pointer
PSX.EXE,0x817F4,E9,DD,ui_pool
PSX.EXE,0x817F5,90,AA,ui_pool
PSX.EXE,0x817F6,E0,DE,ui_pool
PSX.EXE,0x817F7,E6,2E,ui_pool
PSX.EXE,0x817F8,9C,0F,ui_pool
PSX.EXE,0x817F9,EA,A1,ui_pool
PSX.EXE,0x817FA,1E,DD,ui_pool
PSX.EXE,0x817FB,EA,46,ui_pool
PSX.EXE,0x817FC,35,01,ui_pool
PSX.EXE,0x817FD,00,1E,ui_pool
PSX.EXE,0x817FE,E9,00,ui_pool
PSX.EXE,0x817FF,AC,DD,ui_pool
PSX.EXE,0x81800,E0,EC,ui_pool
PSX.EXE,0x81801,C3,DF,ui_pool
PSX.EXE,0x81802,E0,5E,ui_pool
PSX.EXE,0x81803,A7,A1,ui_pool
PSX.EXE,0x81804,00,6B,ui_pool
PSX.EXE,0x81805,E0,29,ui_pool
PSX.EXE,0x81806,9A,A1,ui_pool
PSX.EXE,0x81807,DF,8B,ui_pool
PSX.EXE,0x81808,41,69,ui_pool
PSX.EXE,0x81809,9C,00,ui_pool
PSX.EXE,0x8180A,DF,DD,ui_pool
PSX.EXE,0x8180B,BD,F4,ui_pool
PSX.EXE,0x8180C,DF,DD,ui_pool
PSX.EXE,0x8180D,06,1F,ui_pool
PSX.EXE,0x8180E,E9,06,ui_pool
PSX.EXE,0x8180F,42,A1,ui_pool
PSX.EXE,0x81810,00,DD,ui_pool
PSX.EXE,0x81811,E9,89,ui_pool
PSX.EXE,0x81812,9A,DD,ui_pool
PSX.EXE,0x81813,E9,C9,ui_pool
PSX.EXE,0x81814,EC,00,ui_pool
PSX.EXE,0x81815,9C,DE,ui_pool
PSX.EXE,0x81816,E9,0F,ui_pool
PSX.EXE,0x81817,07,29,ui_pool
PSX.EXE,0x81818,E9,17,ui_pool
PSX.EXE,0x81819,61,A1,ui_pool
PSX.EXE,0x8181A,00,DD,ui_pool
PSX.EXE,0x8181B,E0,FC,ui_pool
PSX.EXE,0x8181C,33,8F,ui_pool
PSX.EXE,0x8181D,E0,DD,ui_pool
PSX.EXE,0x8181E,C3,C2,ui_pool
PSX.EXE,0x8181F,E9,00,ui_pool
PSX.EXE,0x81820,A1,DF,ui_pool
PSX.EXE,0x81821,9C,6E,ui_pool
PSX.EXE,0x81822,EA,DD,ui_pool
PSX.EXE,0x81823,1E,83,ui_pool
PSX.EXE,0x81824,EA,DF,ui_pool
PSX.EXE,0x81825,35,1E,ui_pool
PSX.EXE,0x81826,00,DD,ui_pool
PSX.EXE,0x81827,E1,62,ui_pool
PSX.EXE,0x81828,53,DD,ui_pool
PSX.EXE,0x81829,DF,4C,ui_pool
PSX.EXE,0x8182A,04,00,ui_pool
PSX.EXE,0x8182B,9C,DF,ui_pool
PSX.EXE,0x8182C,DF,8B,ui_pool
