row_number,source_file,offset,classification,target_korean,span_count,control_count,inline_spans,slot_a_spans,slot_b_spans,binary_changed,placement_json,review_status
2503,C2/SC0B6.DAT,0x4648E,빌드대기,10회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,3,2,3,0,0,1,"[{""mode"":""inline"",""bytes"":11,""room"":14,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""10회째 승리를 기려""},{""mode"":""inline"",""bytes"":13,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""선물이 있습니다. 다음""},{""mode"":""inline"",""bytes"":15,""room"":17,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""상품 중에서 고르십시오.""}]",
2504,C2/SC0B6.DAT,0x464F8,선택지,|넘치는 과실|큰 폭탄|약화의 구슬|부활의 약,8,7,3,0,1,1,"[{""mode"":""inline"",""bytes"":10,""room"":11,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""넘치는 과실""},{""mode"":""inline"",""bytes"":6,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""큰 폭탄""},{""mode"":""slot-B"",""bytes"":9,""room"":8,""rows"":1,""slot"":3,""disk_id"":""D4"",""span"":5,""text"":""약화의 구슬""},{""mode"":""inline"",""bytes"":7,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""부활의 약""}]",
2509,C2/SC0B6.DAT,0x466A0,B검수필요,약화의 구슬을 손에 넣었다.,1,0,0,0,1,1,"[{""mode"":""slot-B"",""bytes"":18,""room"":15,""rows"":1,""slot"":4,""disk_id"":""D5"",""span"":0,""text"":""약화의 구슬을 손에 넣었다.""}]",needs_human_review
2514,C2/SC0B6.DAT,0x4681A,빌드대기,20회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,3,2,3,0,0,1,"[{""mode"":""inline"",""bytes"":11,""room"":14,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""20회째 승리를 기려""},{""mode"":""inline"",""bytes"":13,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""선물이 있습니다. 다음""},{""mode"":""inline"",""bytes"":15,""room"":17,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""상품 중에서 고르십시오.""}]",
2515,C2/SC0B6.DAT,0x46884,선택지,|힘의 열매|파로의 열매|생명의 나무 열매|마력의 샘,8,7,2,0,2,1,"[{""mode"":""inline"",""bytes"":7,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""힘의 열매""},{""mode"":""slot-B"",""bytes"":9,""room"":7,""rows"":1,""slot"":5,""disk_id"":""D6"",""span"":3,""text"":""파로의 열매""},{""mode"":""slot-B"",""bytes"":13,""room"":11,""rows"":1,""slot"":6,""disk_id"":""D7"",""span"":5,""text"":""생명의 나무 열매""},{""mode"":""inline"",""bytes"":7,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""마력의 샘""}]",
2518,C2/SC0B6.DAT,0x46990,B검수필요,파로의 열매를 손에 넣었다.,1,0,0,0,1,1,"[{""mode"":""slot-B"",""bytes"":18,""room"":14,""rows"":1,""slot"":7,""disk_id"":""D8"",""span"":0,""text"":""파로의 열매를 손에 넣었다.""}]",needs_human_review
2520,C2/SC0B6.DAT,0x46A24,B검수필요,생명의 나무 열매를 손에 넣었다.,1,0,0,0,1,1,"[{""mode"":""slot-B"",""bytes"":22,""room"":18,""rows"":1,""slot"":8,""disk_id"":""D9"",""span"":0,""text"":""생명의 나무 열매를 손에 넣었다.""}]",needs_human_review
2525,C2/SC0B6.DAT,0x46BA0,빌드대기,40회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,3,2,3,0,0,1,"[{""mode"":""inline"",""bytes"":11,""room"":14,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""40회째 승리를 기려""},{""mode"":""inline"",""bytes"":13,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""선물이 있습니다. 다음""},{""mode"":""inline"",""bytes"":15,""room"":17,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""상품 중에서 고르십시오.""}]",
2526,C2/SC0B6.DAT,0x46C0A,선택지,|얼음의 수호|불꽃의 수호|마법의 카트|질풍의 반다나,8,7,3,0,1,1,"[{""mode"":""inline"",""bytes"":7,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""얼음의 수호""},{""mode"":""slot-B"",""bytes"":8,""room"":7,""rows"":1,""slot"":9,""disk_id"":""DA"",""span"":3,""text"":""불꽃의 수호""},{""mode"":""inline"",""bytes"":9,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""마법의 카트""},{""mode"":""inline"",""bytes"":10,""room"":12,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""질풍의 반다나""}]",
2529,C2/SC0B6.DAT,0x46D1A,B검수필요,불꽃의 수호를 손에 넣었다.,1,0,0,0,1,1,"[{""mode"":""slot-B"",""bytes"":17,""room"":14,""rows"":1,""slot"":10,""disk_id"":""DB"",""span"":0,""text"":""불꽃의 수호를 손에 넣었다.""}]",needs_human_review
2536,C2/SC0B6.DAT,0x46F2E,빌드대기,80회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,3,2,3,0,0,1,"[{""mode"":""inline"",""bytes"":11,""room"":14,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""80회째 승리를 기려""},{""mode"":""inline"",""bytes"":13,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""선물이 있습니다. 다음""},{""mode"":""inline"",""bytes"":15,""room"":17,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""상품 중에서 고르십시오.""}]",
2547,C2/SC0B6.DAT,0x472B4,빌드대기,120회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,3,2,3,0,0,1,"[{""mode"":""inline"",""bytes"":12,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""120회째 승리를 기려""},{""mode"":""inline"",""bytes"":13,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""선물이 있습니다. 다음""},{""mode"":""inline"",""bytes"":15,""room"":17,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""상품 중에서 고르십시오.""}]",
2552,C2/SC0B6.DAT,0x47446,빌드대기,160회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,3,2,3,0,0,1,"[{""mode"":""inline"",""bytes"":12,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""160회째 승리를 기려""},{""mode"":""inline"",""bytes"":13,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""선물이 있습니다. 다음""},{""mode"":""inline"",""bytes"":15,""room"":17,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""상품 중에서 고르십시오.""}]",
2553,C2/SC0B6.DAT,0x474B2,선택지,|파워 리스트|하이퍼 부츠|치유의 부적|조개껍데기,8,7,3,0,1,1,"[{""mode"":""inline"",""bytes"":9,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""파워 리스트""},{""mode"":""inline"",""bytes"":8,""room"":11,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""하이퍼 부츠""},{""mode"":""inline"",""bytes"":8,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""치유의 부적""},{""mode"":""slot-B"",""bytes"":7,""room"":6,""rows"":1,""slot"":11,""disk_id"":""DC"",""span"":7,""text"":""조개껍데기""}]",
2560,C2/SC0B6.DAT,0x476F0,B검수필요,조개껍데기를 손에 넣었다.,1,0,0,0,1,1,"[{""mode"":""slot-B"",""bytes"":16,""room"":13,""rows"":1,""slot"":12,""disk_id"":""DD"",""span"":0,""text"":""조개껍데기를 손에 넣었다.""}]",needs_human_review
2563,C2/SC0B6.DAT,0x477D2,빌드대기,200회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,3,2,3,0,0,1,"[{""mode"":""inline"",""bytes"":12,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""200회째 승리를 기려""},{""mode"":""inline"",""bytes"":13,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""선물이 있습니다. 다음""},{""mode"":""inline"",""bytes"":15,""room"":17,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""상품 중에서 고르십시오.""}]",
2564,C2/SC0B6.DAT,0x47838,선택지,|환상의 장갑,3,2,0,0,1,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":7,""rows"":1,""slot"":13,""disk_id"":""DE"",""span"":2,""text"":""환상의 장갑""}]",
2565,C2/SC0B6.DAT,0x4787C,빌드대기,환상의 장갑을 손에 넣었다.,1,0,0,0,1,1,"[{""mode"":""slot-B"",""bytes"":17,""room"":14,""rows"":1,""slot"":14,""disk_id"":""DF"",""span"":0,""text"":""환상의 장갑을 손에 넣었다.""}]",
2568,C2/SC0B6.DAT,0x47960,빌드대기,1000회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,3,2,3,0,0,1,"[{""mode"":""inline"",""bytes"":13,""room"":16,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""1000회째 승리를 기려""},{""mode"":""inline"",""bytes"":13,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""선물이 있습니다. 다음""},{""mode"":""inline"",""bytes"":15,""room"":17,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""상품 중에서 고르십시오.""}]",
2572,C2/SC0B6.DAT,0x47AA0,B검수필요,약화의 구슬을 손에 넣었다.,1,0,0,0,1,1,"[{""mode"":""slot-B"",""bytes"":18,""room"":15,""rows"":1,""slot"":4,""disk_id"":""D5"",""span"":0,""text"":""약화의 구슬을 손에 넣었다.""}]",needs_human_review
2575,C2/SC0B6.DAT,0x47B72,B검수필요,파로의 열매를 손에 넣었다.,1,0,0,0,1,1,"[{""mode"":""slot-B"",""bytes"":18,""room"":14,""rows"":1,""slot"":7,""disk_id"":""D8"",""span"":0,""text"":""파로의 열매를 손에 넣었다.""}]",needs_human_review
2576,C2/SC0B6.DAT,0x47BB6,B검수필요,생명의 나무 열매를 손에 넣었다.,1,0,0,0,1,1,"[{""mode"":""slot-B"",""bytes"":22,""room"":18,""rows"":1,""slot"":8,""disk_id"":""D9"",""span"":0,""text"":""생명의 나무 열매를 손에 넣었다.""}]",needs_human_review
2579,C2/SC0B6.DAT,0x47C8A,B검수필요,불꽃의 수호를 손에 넣었다.,1,0,0,0,1,1,"[{""mode"":""slot-B"",""bytes"":17,""room"":14,""rows"":1,""slot"":10,""disk_id"":""DB"",""span"":0,""text"":""불꽃의 수호를 손에 넣었다.""}]",needs_human_review
2589,C2/SC0B6.DAT,0x47F4E,B검수필요,조개껍데기를 손에 넣었다.,1,0,0,0,1,1,"[{""mode"":""slot-B"",""bytes"":16,""room"":13,""rows"":1,""slot"":12,""disk_id"":""DD"",""span"":0,""text"":""조개껍데기를 손에 넣었다.""}]",needs_human_review
2590,C2/SC0B6.DAT,0x47F92,빌드대기,환상의 장갑을 손에 넣었다.,1,0,0,0,1,1,"[{""mode"":""slot-B"",""bytes"":17,""room"":14,""rows"":1,""slot"":14,""disk_id"":""DF"",""span"":0,""text"":""환상의 장갑을 손에 넣었다.""}]",
2591,C2/SC0B6.DAT,0x47FD6,B검수필요,바이올렛 레이서를 손에 넣었다.,1,0,0,0,1,1,"[{""mode"":""slot-B"",""bytes"":20,""room"":19,""rows"":1,""slot"":15,""disk_id"":""E0"",""span"":0,""text"":""바이올렛 레이서를 손에 넣었다.""}]",needs_human_review
2593,C2/SC0B6.DAT,0x48064,빌드대기,이제 상품은 없습니다만 힘내 주십시오.,3,2,2,0,0,1,"[{""mode"":""inline"",""bytes"":13,""room"":13,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""이제 상품은 없습니다만""},{""mode"":""inline"",""bytes"":8,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""힘내 주십시오.""}]",
2598,C2/SC0C1.DAT,0x48B40,빌드대기,일단 내 수집품에 더해 두겠네,1,0,0,1,0,1,"[{""mode"":""slot-A"",""bytes"":21,""room"":20,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":0,""text"":""일단 내 수집품에 더해 두겠네""}]",
2600,C2/SC0C1.DAT,0x48BDE,빌드대기,소환수 헤모지를 손에 넣었습니다,1,0,1,0,0,1,"[{""mode"":""inline"",""bytes"":20,""room"":21,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""소환수 헤모지를 손에 넣었습니다""}]",
2665,D/SD031.DAT,0x45B3E,빌드대기,그렇다. 너희를 이끌 살아 있는 기록이지.,2,1,2,0,0,1,"[{""mode"":""inline"",""bytes"":5,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""그렇다.""},{""mode"":""inline"",""bytes"":22,""room"":23,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""너희를 이끌 살아 있는 기록이지.""}]",
2679,D/SD031.DAT,0x45FDA,빌드대기,아라라토스에서 왔어!,1,0,0,1,0,1,"[{""mode"":""slot-A"",""bytes"":12,""room"":9,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":0,""text"":""아라라토스에서 왔어!""}]",
2685,D/SD031.DAT,0x46190,빌드대기,이 바보 놈!!,1,0,0,1,0,1,"[{""mode"":""slot-A"",""bytes"":10,""room"":6,""rows"":1,""slot"":5,""disk_id"":""86"",""span"":0,""text"":""이 바보 놈!!""}]",
2687,D/SD031.DAT,0x46226,빌드대기,그럼 엄청난 마법을 쓸 수 있겠네.,1,0,0,1,0,1,"[{""mode"":""slot-A"",""bytes"":25,""room"":21,""rows"":1,""slot"":7,""disk_id"":""88"",""span"":0,""text"":""그럼 엄청난 마법을 쓸 수 있겠네.""}]",
2689,D/SD031.DAT,0x462BC,빌드대기,어딘가 믿음직하지 않네...,1,0,0,1,0,1,"[{""mode"":""slot-A"",""bytes"":18,""room"":15,""rows"":1,""slot"":8,""disk_id"":""89"",""span"":0,""text"":""어딘가 믿음직하지 않네...""}]",
2692,D/SD031.DAT,0x463DA,빌드대기,어라? 이 돌은 뭐였더라...,4,3,2,0,0,1,"[{""mode"":""inline"",""bytes"":3,""room"":3,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""어라?""},{""mode"":""inline"",""bytes"":15,""room"":17,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""이 돌은 뭐였더라...""}]",
2718,E5/SE05A.DAT,0x48894,빌드대기,제법인걸. 이제 용서 안 해! 받아라!,4,3,1,2,0,1,"[{""mode"":""inline"",""bytes"":7,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""제법인걸.""},{""mode"":""slot-A"",""bytes"":11,""room"":10,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":1,""text"":""이제 용서 안 해!""},{""mode"":""slot-A"",""bytes"":6,""room"":3,""rows"":1,""slot"":3,""disk_id"":""84"",""span"":2,""text"":"" 받아라!""}]",
2817,F/SF081.DAT,0x479EC,빌드대기,부하: 우리가 사는 다운타운도 근사하게 보이잖아요.,2,1,2,0,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""부하:""},{""mode"":""inline"",""bytes"":27,""room"":27,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""우리가 사는 다운타운도 근사하게 보이잖아요.""}]",
2859,F/SF0E1.DAT,0x47B56,빌드대기,장로: 정령들은 모두 비밀을 품고 있습니다. 그것은 이 세계의 비밀입니다.,4,3,0,3,0,1,"[{""mode"":""slot-A"",""bytes"":4,""room"":3,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":0,""text"":""장로:""},{""mode"":""slot-A"",""bytes"":24,""room"":19,""rows"":2,""slot"":12,""disk_id"":""8D"",""span"":1,""text"":""정령들은 모두 비밀을 품고 있습니다.""},{""mode"":""slot-A"",""bytes"":19,""room"":17,""rows"":1,""slot"":16,""disk_id"":""91"",""span"":3,""text"":""그것은 이 세계의 비밀입니다.""}]",
